Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4,Unnamed: 11,Unnamed: 12,y,text,intent,tone,resolution,combo_23,combo_234
23416,65532,,support.eu@Company.com,cancellation,kindly ask that it is blocked subscription,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,cancellation kindly ask that it is blocked subscription,Suggestion,Payment,Subscription cancellation,Suggestion | Payment,Suggestion | Payment | Subscription cancellation
23389,65457,,support.eu@Company.com,into,please cancel registration,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,into please cancel registration,Suggestion,Payment,Subscription cancellation,Suggestion | Payment,Suggestion | Payment | Subscription cancellation
23269,65153,,support.eu@Company.com,spending revocation,don want this expense anymore sent from my phone,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,spending revocation don want this expense anymore sent from my phone,Suggestion,Payment,Subscription cancellation,Suggestion | Payment,Suggestion | Payment | Subscription cancellation
23219,65004,,support.eu@Company.com,into,hi why did get an email with payment in your favor when actually didn do anything,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Suggestion,Payment,Query deduction details,,,Suggestion,into hi why did get an email with payment in your favor when actually didn do anything,Suggestion,Payment,Query deduction details,Suggestion | Payment,Suggestion | Payment | Query deduction details
23040,64501,44805.78125,support.eu@Company.com,company support issue submit,product cloud requests upgrade cloud storage contact full name pavol hete phone numbe contact email address company id account sum of the issue dobr de plat za nie o nevyu vam zru et poplatok za akujem home news events products partners support copyright company se,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,company support issue submit product cloud requests upgrade cloud storage contact full name pavol hete phone numbe contact email address company id account sum of the issue dobr de plat za nie o nevyu vam zru et poplatok za akujem home news events products partners support copyright company se,Suggestion,Payment,Subscription cancellation,Suggestion | Payment,Suggestion | Payment | Subscription cancellation
23040,64514,44805.79583,support.eu@Company.com,company support issue submit,we hope you re doing well this email is regarding your concern about the unknown charge on your account ll be more than happy to assist you with your inquiry in this email will provide you with the necessary steps if you run into any issues while following the steps please keep reading as you will also find below the information we require from you to be able to investigate if you don provide us the necessary information we not be able to help you further the charges you received are likely to be related to company service or subscription you have signed up for if you would like to cancel your subscription please follow the guideline below at the moment we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it if you still have company phone you can access cancel all your subscriptions by following these steps settings account center payments purchases subscriptions choose the subscription you want to cancel and tap cancel subscription once the subscription has been canceled your account will not be charged from the next month onwards if you don have company phone anymore you can manage all your subscriptions on our online portal following these steps go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable first the desktop site so you will be able to see the payment and purchases window if for any reason you need further assistance with your inquiry please send us the following information you company id phone number include country code email address your request eg cancel company cloud subscription cancel company music subscriptions cancel company video subscriptions proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal a screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we hope this information is useful and it solves your issue for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely madalin se is the provider of company mobile services to company and honor device owners in product cloud requests upgrade cloud storage contact full name hete phone numbe contact email address company id account sum of the issue plat za nie o nevyu vam zru et poplatok za akujem home news events products partners support copyright se,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Query deduction details,,,Suggestion,company support issue submit we hope you re doing well this email is regarding your concern about the unknown charge on your account ll be more than happy to assist you with your inquiry in this email will provide you with the necessary steps if you run into any issues while following the steps please keep reading as you will also find below the information we require from you to be able to investigate if you don provide us the necessary information we not be able to help you further the charges you received are likely to be related to company service or subscription you have signed up for if you would like to cancel your subscription please follow the guideline below at the moment we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it if you still have company phone you can access cancel all your subscriptions by following these steps settings account center payments purchases subscriptions choose the subscription you want to cancel and tap cancel subscription once the subscription has been canceled your account will not be charged from the next month onwards if you don have company phone anymore you can manage all your subscriptions on our online portal following these steps go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable first the desktop site so you will be able to see the payment and purchases window if for any reason you need further assistance with your inquiry please send us the following information you company id phone number include country code email address your request eg cancel company cloud subscription cancel company music subscriptions cancel company video subscriptions proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal a screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we hope this information is useful and it solves your issue for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely madalin se is the provider of company mobile services to company and honor device owners in product cloud requests upgrade cloud storage contact full name hete phone numbe contact email address company id account sum of the issue plat za nie o nevyu vam zru et poplatok za akujem home news events products partners support copyright se,Suggestion,Payment,Query deduction details,Suggestion | Payment,Suggestion | Payment | Query deduction details
23039,64496,44805.77222,support.eu@Company.com,cancel,as do not use this service and no longer an owner of company phone would like to cancel my membership sent from samsung mobile on get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,cancel as do not use this service and no longer an owner of company phone would like to cancel my membership sent from samsung mobile on get outlook for android,Suggestion,Payment,Subscription cancellation,Suggestion | Payment,Suggestion | Payment | Subscription cancellation
23039,64500,44805.77778,support.eu@Company.com,cancel,this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from company se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from company se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in cancel as do not use this service and no longer an owner of company phone would like to cance my membership sent from samsung mobile on get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Query deduction details,,,Suggestion,cancel this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from company se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from company se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in cancel as do not use this service and no longer an owner of company phone would like to cance my membership sent from samsung mobile on get outlook for android,Suggestion,Payment,Query deduction details,Suggestion | Payment,Suggestion | Payment | Query deduction details
23037,64492,44805.75556,support.eu@Company.com,company id abonnement,good evening have problem have company id account would like to terminate this account and the subscription today euros have been collected from my bank account unfortunately don find this subscription in my company id account be you can help me to cancel the direct debit so that can delete my company account ask for communication sincerely per,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,company id abonnement good evening have problem have company id account would like to terminate this account and the subscription today euros have been collected from my bank account unfortunately don find this subscription in my company id account be you can help me to cancel the direct debit so that can delete my company account ask for communication sincerely per,Suggestion,Payment,Subscription cancellation,Suggestion | Payment,Suggestion | Payment | Subscription cancellation
23037,64497,44805.77361,support.eu@Company.com,company id abonnement,for making contact with this email is about your request to delete your company id and cancel your subscription don worry understand your concern very well and will do my best to offer you the best possible solution unfortunately due to the data protection regulations we are not allowed to delete accounts and subscriptions on behalf of our customers however you can unsubscribe at any time by taking the following steps via your company cell phone settings accenter payment and purchases subscriptions and tap the service whose subscription you want to cancel from your computer access the official website register at https id cloud company com cas portal portal portal portal and go to account security payment and purchases subscription password payments and tap remove please note that if you call up the website from your cell phone you have to activate the desktop version so that the tab is displayed payments and purchases if the subscription disappears from its account it means that it has been successfully terminated after the termination nothing will be debited from your account from the next month if you need further help please provide us with the following information so that we can check your account and provide further information about the subscription your company id telephone number with the regional area code email address your request g company cloud subscribe company music subscription company video subscription bank card has been made copy of your account statement with the debit from per se and the last digits of your bank card if the payment has been made with your paypal screenshot of the payment with the number of the transaction calculation is before if the payment has been made with your phone the telephone number that has been loaded screenshot of the telephone bill that shows the fees of per se if you no longer need your company id you can delete it after you have deleted your company id your personal data will be adjusted on the server and cannot be restored your personal data in the server backup and protocol files will be automatically adjusted within six months to delete an account go to settings register with company id data protection center delete account if the account has sub account please use the sub account first to register and delete the sub account then delete the main account if delete account is not displayed go to the google play store to update company mobile services the official company app for company id users can also delete the account from the web portal first log in under the url specified below and click settings in the upper right corner scroll down on the page until delete account is displayed click to enter the password and delete the account https hwid vmall com cas portal loginauth html validated true themename red service https fhwid vmall com fportal fusercenter reqclienttype long en us countrycode de we would be very happy to receive your feedback on our email exchange as we need your input to further improve our service we therefore invite you to fill out the survey that you will soon receive via the email address you used to contact us if you have any further questions please feel free to respond to this email thread and we will be happy to help you sincerely andrea per per se company incorporated under the laws of loc with its headquarters in loc loc per se is the provider of company mobile services to company and honor device owners in europe canada loc new zealand and other countries company id subscription good evening have problem have company id account would like to terminate this account and the subscription today euros have been collected from my bank account unfortunately don find this subscription in my company id account be you can help me to cancel the direct debit so that can delete my company account ask for communication sincerely per,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,company id abonnement for making contact with this email is about your request to delete your company id and cancel your subscription don worry understand your concern very well and will do my best to offer you the best possible solution unfortunately due to the data protection regulations we are not allowed to delete accounts and subscriptions on behalf of our customers however you can unsubscribe at any time by taking the following steps via your company cell phone settings accenter payment and purchases subscriptions and tap the service whose subscription you want to cancel from your computer access the official website register at https id cloud company com cas portal portal portal portal and go to account security payment and purchases subscription password payments and tap remove please note that if you call up the website from your cell phone you have to activate the desktop version so that the tab is displayed payments and purchases if the subscription disappears from its account it means that it has been successfully terminated after the termination nothing will be debited from your account from the next month if you need further help please provide us with the following information so that we can check your account and provide further information about the subscription your company id telephone number with the regional area code email address your request g company cloud subscribe company music subscription company video subscription bank card has been made copy of your account statement with the debit from per se and the last digits of your bank card if the payment has been made with your paypal screenshot of the payment with the number of the transaction calculation is before if the payment has been made with your phone the telephone number that has been loaded screenshot of the telephone bill that shows the fees of per se if you no longer need your company id you can delete it after you have deleted your company id your personal data will be adjusted on the server and cannot be restored your personal data in the server backup and protocol files will be automatically adjusted within six months to delete an account go to settings register with company id data protection center delete account if the account has sub account please use the sub account first to register and delete the sub account then delete the main account if delete account is not displayed go to the google play store to update company mobile services the official company app for company id users can also delete the account from the web portal first log in under the url specified below and click settings in the upper right corner scroll down on the page until delete account is displayed click to enter the password and delete the account https hwid vmall com cas portal loginauth html validated true themename red service https fhwid vmall com fportal fusercenter reqclienttype long en us countrycode de we would be very happy to receive your feedback on our email exchange as we need your input to further improve our service we therefore invite you to fill out the survey that you will soon receive via the email address you used to contact us if you have any further questions please feel free to respond to this email thread and we will be happy to help you sincerely andrea per per se company incorporated under the laws of loc with its headquarters in loc loc per se is the provider of company mobile services to company and honor device owners in europe canada loc new zealand and other countries company id subscription good evening have problem have company id account would like to terminate this account and the subscription today euros have been collected from my bank account unfortunately don find this subscription in my company id account be you can help me to cancel the direct debit so that can delete my company account ask for communication sincerely per,Suggestion,Payment,Subscription cancellation,Suggestion | Payment,Suggestion | Payment | Subscription cancellation
23035,64488,44805.75278,support.eu@Company.com,company support issue submit,product appgallery games requests refund request app item purchased not working as expected contact full name manuela ferracin contact email address sum of the issue sto provando ad effettuare un acquisto su un app playrix con poste pay che non risulta essere ne bloccata ne scaduta ho fatto altri acquisti su questa app ma stavolta proprio non mi fa fare niente home news events products partners support copyright company se,In-App Purchase / Unable to make In-App Purchases,In-App Purchase ,Problem/Fault,Payment issue,Payment failed,,,Problem/Fault,company support issue submit product appgallery games requests refund request app item purchased not working as expected contact full name manuela ferracin contact email address sum of the issue sto provando ad effettuare un acquisto su un app playrix con poste pay che non risulta essere ne bloccata ne scaduta ho fatto altri acquisti su questa app ma stavolta proprio non mi fa fare niente home news events products partners support copyright company se,Problem/Fault,Payment issue,Payment failed,Problem/Fault | Payment issue,Problem/Fault | Payment issue | Payment failed
23035,64490,44805.75833,support.eu@Company.com,company support issue submit,for reaching us this email is in regards to your problem regarding making an in app purchase please follow these steps go to phone settings account centre payment and purchases purchase history and check if this payment is listed in the purchase history or not then please send us the following information so that we can proceed with an investigation whether the payment is listed or not in the purchase history send us your company id your company id can be found by going to phone settings account centre your company id will be at the top of the screen right below your profile picture the date you tried to make the purchase the error message that pops up screenshot or screen recording of the payment issue if possible details of the items you attempted to purchase your device model to check this go to phone settings about phone model your company id version to check this go to phone settings account centre settings about order number to learn more about company in app purchases please refer to this link https company com en supporthome companyappgallery appgallery html for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in company support issue submit product appgallery games requests refund request app item purchased not working as expected contact full name ferracin contact email address sum of the issue sto provando ad effettuare un acquisto su un app playrix con poste pay che non risulta essere ne bloccata ne scaduta ho fatto altri acquisti su questa app ma stavolta proprio non mi fa fare niente home news events products partners support copyright company se,In-App Purchase / Unable to make In-App Purchases,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,company support issue submit for reaching us this email is in regards to your problem regarding making an in app purchase please follow these steps go to phone settings account centre payment and purchases purchase history and check if this payment is listed in the purchase history or not then please send us the following information so that we can proceed with an investigation whether the payment is listed or not in the purchase history send us your company id your company id can be found by going to phone settings account centre your company id will be at the top of the screen right below your profile picture the date you tried to make the purchase the error message that pops up screenshot or screen recording of the payment issue if possible details of the items you attempted to purchase your device model to check this go to phone settings about phone model your company id version to check this go to phone settings account centre settings about order number to learn more about company in app purchases please refer to this link https company com en supporthome companyappgallery appgallery html for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in company support issue submit product appgallery games requests refund request app item purchased not working as expected contact full name ferracin contact email address sum of the issue sto provando ad effettuare un acquisto su un app playrix con poste pay che non risulta essere ne bloccata ne scaduta ho fatto altri acquisti su questa app ma stavolta proprio non mi fa fare niente home news events products partners support copyright company se,Suggestion,Invoice,Invoice related request,Suggestion | Invoice,Suggestion | Invoice | Invoice related request
23035,64488,,support.eu@Company.com,company support issue submit,,In-App Purchase / Unable to make In-App Purchases,In-App Purchase ,Problem/Fault,Payment issue,Payment failed,,,Problem/Fault,company support issue submit,Problem/Fault,Payment issue,Payment failed,Problem/Fault | Payment issue,Problem/Fault | Payment issue | Payment failed
23028,64462,44805.7,support.eu@Company.com,vip privilege,hi about orde konstantinou you sent payment of eur to company se transaction id mw invoice id c f transaction date gmt merchant company se it is about id because of email account had hacked now it has change if you can update my account to vip again will be obliged to you,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,,,,Suggestion,vip privilege hi about orde konstantinou you sent payment of eur to company se transaction id mw invoice id c f transaction date gmt merchant company se it is about id because of email account had hacked now it has change if you can update my account to vip again will be obliged to you,Suggestion,Other,none,Suggestion | Other,Suggestion | Other | none
23028,64471,44805.72847,support.eu@Company.com,vip privilege,ask you to clarify your request so that we can give you the best possible solution am able to understand that payment was made from your account but it is not clear yet to me what is your request towards it for your understanding sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in vip privilege hi about orde konstantinou you sent payment of eur to company se transaction id mw invoice id c f transaction date gmt merchant company se it is about id because of email account had hacked now it has change if you can update my account to vip again will be obliged to you,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Payment,Query deduction details,,,Suggestion,vip privilege ask you to clarify your request so that we can give you the best possible solution am able to understand that payment was made from your account but it is not clear yet to me what is your request towards it for your understanding sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in vip privilege hi about orde konstantinou you sent payment of eur to company se transaction id mw invoice id c f transaction date gmt merchant company se it is about id because of email account had hacked now it has change if you can update my account to vip again will be obliged to you,Suggestion,Payment,Query deduction details,Suggestion | Payment,Suggestion | Payment | Query deduction details
23028,64477,44805.73611,support.eu@Company.com,vip privilege,sorry for the bad english really trying to explaing to you after attack in my account made hard reset to my company pro and lost the previus account am logging now with another email account to my phone gspace does automatic login according to the phone id no with new id am not vip hope to help you i ask you to clarify your request so that we can give you the best possible solution am able to understand that payment was made from your account but it is not clear yet to me what is your request towards it for your understanding sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,,,,Suggestion,vip privilege sorry for the bad english really trying to explaing to you after attack in my account made hard reset to my company pro and lost the previus account am logging now with another email account to my phone gspace does automatic login according to the phone id no with new id am not vip hope to help you i ask you to clarify your request so that we can give you the best possible solution am able to understand that payment was made from your account but it is not clear yet to me what is your request towards it for your understanding sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in,Suggestion,Other,none,Suggestion | Other,Suggestion | Other | none
23028,64478,44805.73889,support.eu@Company.com,vip privilege,we have received your support request one of our experts will contact you as soon as possible we will contact you via the contact email you provided as soon as we receive updates if you have any further questions please do not hesitate to contact us sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in vip privilege sorry for the bad english really trying to explaing to you after attack in my account made hard reset to my company pro and lost the previus account am logging now with another email account to my phone gspace does automatic login according to the phone id no with new id am not vip hope to help you i ask you to clarify your request so that we can give you the best possible solution am able to understand that payment was made from your account but it is not clear yet to me what is your request towards it for your understanding sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,,,,Suggestion,vip privilege we have received your support request one of our experts will contact you as soon as possible we will contact you via the contact email you provided as soon as we receive updates if you have any further questions please do not hesitate to contact us sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in vip privilege sorry for the bad english really trying to explaing to you after attack in my account made hard reset to my company pro and lost the previus account am logging now with another email account to my phone gspace does automatic login according to the phone id no with new id am not vip hope to help you i ask you to clarify your request so that we can give you the best possible solution am able to understand that payment was made from your account but it is not clear yet to me what is your request towards it for your understanding sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in,Suggestion,Other,none,Suggestion | Other,Suggestion | Other | none
23028,64481,44805.73819,support.eu@Company.com,vip privilege,now my new id is don remember the old tasos koronis sorry for the bad english really trying to explaing to you after attack in my account made hard reset to my company pro and lost the previus account am logging now with another email account to my phone gspace does automatic login according to the phone id no with new id am not vip hope to help you i ask you to clarify your request so that we can give you the best possible solution am able to understand that payment was made from your account but it is not clear yet to me what is your request towards it for your understanding sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,,,,Suggestion,vip privilege now my new id is don remember the old tasos koronis sorry for the bad english really trying to explaing to you after attack in my account made hard reset to my company pro and lost the previus account am logging now with another email account to my phone gspace does automatic login according to the phone id no with new id am not vip hope to help you i ask you to clarify your request so that we can give you the best possible solution am able to understand that payment was made from your account but it is not clear yet to me what is your request towards it for your understanding sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in,Suggestion,Other,none,Suggestion | Other,Suggestion | Other | none
23028,64487,44805.75208,support.eu@Company.com,vip privilege,for support and am very happy to provide you any other information you need for identification we have received your support request one of our experts will contact you as soon as possible we will contact you via the contact email you provided as soon as we receive updates if you have any further questions please do not hesitate to contact us sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,,,,Suggestion,vip privilege for support and am very happy to provide you any other information you need for identification we have received your support request one of our experts will contact you as soon as possible we will contact you via the contact email you provided as soon as we receive updates if you have any further questions please do not hesitate to contact us sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in,Suggestion,Other,none,Suggestion | Other,Suggestion | Other | none
